C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\center_2023_06_21_17_16_40_704.jpg,C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\left_2023_06_21_17_16_40_704.jpg,C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\right_2023_06_21_17_16_40_704.jpg,0,0,0,18.70369
C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\center_2023_06_21_17_16_40_774.jpg,C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\left_2023_06_21_17_16_40_774.jpg,C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\right_2023_06_21_17_16_40_774.jpg,0,0,0,18.55654
C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\center_2023_06_21_17_16_40_854.jpg,C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\left_2023_06_21_17_16_40_854.jpg,C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\right_2023_06_21_17_16_40_854.jpg,0,0,0,18.41323
C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\center_2023_06_21_17_16_40_929.jpg,C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\left_2023_06_21_17_16_40_929.jpg,C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\right_2023_06_21_17_16_40_929.jpg,0,0,0,17.79565
C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\center_2023_06_21_17_16_41_005.jpg,C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\left_2023_06_21_17_16_41_005.jpg,C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\right_2023_06_21_17_16_41_005.jpg,0,0,0,17.64788
C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\center_2023_06_21_17_16_41_084.jpg,C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\left_2023_06_21_17_16_41_084.jpg,C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\right_2023_06_21_17_16_41_084.jpg,0,0,0,17.50158
C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\center_2023_06_21_17_16_41_160.jpg,C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\left_2023_06_21_17_16_41_160.jpg,C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\right_2023_06_21_17_16_41_160.jpg,0,0,0,17.35661
C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\center_2023_06_21_17_16_41_236.jpg,C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\left_2023_06_21_17_16_41_236.jpg,C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\right_2023_06_21_17_16_41_236.jpg,0,0,0,17.21297
C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\center_2023_06_21_17_16_41_314.jpg,C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\left_2023_06_21_17_16_41_314.jpg,C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\right_2023_06_21_17_16_41_314.jpg,0,0,0,17.07068
C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\center_2023_06_21_17_16_41_390.jpg,C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\left_2023_06_21_17_16_41_390.jpg,C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\right_2023_06_21_17_16_41_390.jpg,0,0,0,17.4979
C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\center_2023_06_21_17_16_41_467.jpg,C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\left_2023_06_21_17_16_41_467.jpg,C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\right_2023_06_21_17_16_41_467.jpg,0,0,0,17.36103
C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\center_2023_06_21_17_16_41_544.jpg,C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\left_2023_06_21_17_16_41_544.jpg,C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\right_2023_06_21_17_16_41_544.jpg,0,0,0,17.22527
C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\center_2023_06_21_17_16_41_622.jpg,C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\left_2023_06_21_17_16_41_622.jpg,C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\right_2023_06_21_17_16_41_622.jpg,0,0,0,17.09064
C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\center_2023_06_21_17_16_41_700.jpg,C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\left_2023_06_21_17_16_41_700.jpg,C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\right_2023_06_21_17_16_41_700.jpg,0,0,0,16.95715
C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\center_2023_06_21_17_16_41_779.jpg,C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\left_2023_06_21_17_16_41_779.jpg,C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\right_2023_06_21_17_16_41_779.jpg,0,0,0,16.82496
C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\center_2023_06_21_17_16_41_858.jpg,C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\left_2023_06_21_17_16_41_858.jpg,C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\right_2023_06_21_17_16_41_858.jpg,0,0,0,16.69423
C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\center_2023_06_21_17_16_41_932.jpg,C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\left_2023_06_21_17_16_41_932.jpg,C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\right_2023_06_21_17_16_41_932.jpg,0,0,0,16.04852
C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\center_2023_06_21_17_16_42_006.jpg,C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\left_2023_06_21_17_16_42_006.jpg,C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\right_2023_06_21_17_16_42_006.jpg,-0.1,0,0,15.92118
C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\center_2023_06_21_17_16_42_084.jpg,C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\left_2023_06_21_17_16_42_084.jpg,C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\right_2023_06_21_17_16_42_084.jpg,-0.3,0,0,15.76811
C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\center_2023_06_21_17_16_42_161.jpg,C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\left_2023_06_21_17_16_42_161.jpg,C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\right_2023_06_21_17_16_42_161.jpg,-0.5000001,0.0875559,0,15.57332
C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\center_2023_06_21_17_16_42_240.jpg,C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\left_2023_06_21_17_16_42_240.jpg,C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\right_2023_06_21_17_16_42_240.jpg,-0.7,0.3223848,0,15.57269
C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\center_2023_06_21_17_16_42_318.jpg,C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\left_2023_06_21_17_16_42_318.jpg,C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\right_2023_06_21_17_16_42_318.jpg,-0.9000002,0.5543517,0,15.82626
C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\center_2023_06_21_17_16_42_391.jpg,C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\left_2023_06_21_17_16_42_391.jpg,C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\right_2023_06_21_17_16_42_391.jpg,-1,0.7306105,0,16.26851
C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\center_2023_06_21_17_16_42_466.jpg,C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\left_2023_06_21_17_16_42_466.jpg,C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\right_2023_06_21_17_16_42_466.jpg,0,1,0,16.73134
C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\center_2023_06_21_17_16_42_544.jpg,C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\left_2023_06_21_17_16_42_544.jpg,C:\Users\Alonso Torres\Downloads\term1-simulator-windows\beta_simulator_windows\data\IMG\right_2023_06_21_17_16_42_544.jpg,0,1,0,17.46117
